section,1,9,11,13,153,1622
item,1,0,13,17
item,1,1,17,23
item,1,2,23,29
item,1,3,29,34
item,1,4,34,43
item,1,5,43,48
item,1,6,48,53
item,1,7,53,58
item,1,8,58,66
item,1,9,66,71
item,1,10,71,76
item,1,11,76,81
item,1,12,81,87
item,1,13,87,92
item,1,14,92,100
item,1,15,100,106
item,1,16,106,112
item,1,17,112,118
item,1,18,118,126
item,1,19,126,132
item,1,20,132,138
item,1,21,138,146
item,1,22,146,154
item,1,23,154,162
item,1,24,162,167
item,1,25,167,172
item,1,26,172,178
item,1,27,178,185
item,1,28,185,193
item,1,29,193,201
item,1,30,201,209
item,1,31,209,217
item,1,32,217,225
item,1,33,225,234
item,1,34,234,243
item,1,35,243,252
item,1,36,252,259
item,1,37,259,268
item,1,38,268,277
item,1,39,277,285
item,1,40,285,293
item,1,41,293,301
item,1,42,301,309
item,1,43,309,318
item,1,44,318,332
item,1,45,332,346
item,1,46,346,353
item,1,47,353,358
item,1,48,358,363
item,1,49,363,370
item,1,50,370,376
item,1,51,376,382
item,1,52,382,390
item,1,53,390,398
item,1,54,398,406
item,1,55,406,417
item,1,56,417,429
item,1,57,429,463
item,1,58,463,471
item,1,59,471,486
item,1,60,486,494
item,1,61,494,500
item,1,62,500,515
item,1,63,515,522
item,1,64,522,530
item,1,65,530,550
item,1,66,550,559
item,1,67,559,576
item,1,68,576,588
item,1,69,588,603
item,1,70,603,616
item,1,71,616,638
item,1,72,638,652
item,1,73,652,675
item,1,74,675,687
item,1,75,687,713
item,1,76,713,724
item,1,77,724,739
item,1,78,739,751
item,1,79,751,763
item,1,80,763,768
item,1,81,768,773
item,1,82,773,778
item,1,83,778,783
item,1,84,783,793
item,1,85,793,803
item,1,86,803,815
item,1,87,815,827
item,1,88,827,839
item,1,89,839,851
item,1,90,851,857
item,1,91,857,863
item,1,92,863,872
item,1,93,872,889
item,1,94,889,899
item,1,95,899,909
item,1,96,909,918
item,1,97,918,927
item,1,98,927,937
item,1,99,937,947
item,1,100,947,957
item,1,101,957,967
item,1,102,967,979
item,1,103,979,990
item,1,104,990,1018
item,1,105,1018,1050
item,1,106,1050,1067
item,1,107,1067,1084
item,1,108,1084,1117
item,1,109,1117,1144
item,1,110,1144,1171
item,1,111,1171,1198
item,1,112,1198,1225
item,1,113,1225,1252
item,1,114,1252,1264
item,1,115,1264,1276
item,1,116,1276,1288
item,1,117,1288,1300
item,1,118,1300,1312
item,1,119,1312,1324
item,1,120,1324,1347
item,1,121,1347,1358
item,1,122,1358,1369
item,1,123,1369,1375
item,1,124,1375,1385
item,1,125,1385,1400
item,1,126,1400,1408
item,1,127,1408,1416
item,1,128,1416,1425
item,1,129,1425,1438
item,1,130,1438,1443
item,1,131,1443,1453
item,1,132,1453,1464
item,1,133,1464,1471
item,1,134,1471,1478
item,1,135,1478,1485
item,1,136,1485,1492
item,1,137,1492,1501
item,1,138,1501,1516
item,1,139,1516,1528
item,1,140,1528,1538
item,1,141,1538,1544
item,1,142,1544,1553
item,1,143,1553,1564
item,1,144,1564,1574
item,1,145,1574,1582
item,1,146,1582,1590
item,1,147,1590,1599
item,1,148,1599,1605
item,1,149,1605,1610
item,1,150,1610,1613
item,1,151,1613,1618
item,1,152,1618,1622
section,3,1623,1625,1627,153,1805
item,3,0,1627,1628
item,3,1,1628,1629
item,3,2,1629,1630
item,3,3,1630,1631
item,3,4,1631,1632
item,3,5,1632,1633
item,3,6,1633,1634
item,3,7,1634,1635
item,3,8,1635,1636
item,3,9,1636,1637
item,3,10,1637,1638
item,3,11,1638,1639
item,3,12,1639,1640
item,3,13,1640,1641
item,3,14,1641,1642
item,3,15,1642,1643
item,3,16,1643,1644
item,3,17,1644,1645
item,3,18,1645,1646
item,3,19,1646,1647
item,3,20,1647,1648
item,3,21,1648,1649
item,3,22,1649,1650
item,3,23,1650,1651
item,3,24,1651,1652
item,3,25,1652,1653
item,3,26,1653,1654
item,3,27,1654,1655
item,3,28,1655,1656
item,3,29,1656,1657
item,3,30,1657,1658
item,3,31,1658,1659
item,3,32,1659,1660
item,3,33,1660,1661
item,3,34,1661,1662
item,3,35,1662,1663
item,3,36,1663,1664
item,3,37,1664,1665
item,3,38,1665,1666
item,3,39,1666,1667
item,3,40,1667,1668
item,3,41,1668,1669
item,3,42,1669,1670
item,3,43,1670,1671
item,3,44,1671,1672
item,3,45,1672,1673
item,3,46,1673,1674
item,3,47,1674,1675
item,3,48,1675,1676
item,3,49,1676,1677
item,3,50,1677,1678
item,3,51,1678,1679
item,3,52,1679,1680
item,3,53,1680,1681
item,3,54,1681,1682
item,3,55,1682,1683
item,3,56,1683,1684
item,3,57,1684,1685
item,3,58,1685,1686
item,3,59,1686,1687
item,3,60,1687,1688
item,3,61,1688,1689
item,3,62,1689,1690
item,3,63,1690,1691
item,3,64,1691,1692
item,3,65,1692,1693
item,3,66,1693,1694
item,3,67,1694,1695
item,3,68,1695,1696
item,3,69,1696,1697
item,3,70,1697,1698
item,3,71,1698,1699
item,3,72,1699,1700
item,3,73,1700,1701
item,3,74,1701,1702
item,3,75,1702,1703
item,3,76,1703,1704
item,3,77,1704,1705
item,3,78,1705,1706
item,3,79,1706,1707
item,3,80,1707,1708
item,3,81,1708,1709
item,3,82,1709,1710
item,3,83,1710,1711
item,3,84,1711,1712
item,3,85,1712,1713
item,3,86,1713,1714
item,3,87,1714,1715
item,3,88,1715,1716
item,3,89,1716,1717
item,3,90,1717,1718
item,3,91,1718,1719
item,3,92,1719,1720
item,3,93,1720,1721
item,3,94,1721,1722
item,3,95,1722,1723
item,3,96,1723,1724
item,3,97,1724,1725
item,3,98,1725,1726
item,3,99,1726,1727
item,3,100,1727,1728
item,3,101,1728,1729
item,3,102,1729,1730
item,3,103,1730,1731
item,3,104,1731,1732
item,3,105,1732,1733
item,3,106,1733,1734
item,3,107,1734,1735
item,3,108,1735,1736
item,3,109,1736,1737
item,3,110,1737,1738
item,3,111,1738,1739
item,3,112,1739,1740
item,3,113,1740,1741
item,3,114,1741,1742
item,3,115,1742,1743
item,3,116,1743,1744
item,3,117,1744,1745
item,3,118,1745,1746
item,3,119,1746,1747
item,3,120,1747,1748
item,3,121,1748,1749
item,3,122,1749,1750
item,3,123,1750,1751
item,3,124,1751,1752
item,3,125,1752,1753
item,3,126,1753,1754
item,3,127,1754,1755
item,3,128,1755,1757
item,3,129,1757,1759
item,3,130,1759,1761
item,3,131,1761,1763
item,3,132,1763,1765
item,3,133,1765,1767
item,3,134,1767,1769
item,3,135,1769,1771
item,3,136,1771,1773
item,3,137,1773,1775
item,3,138,1775,1777
item,3,139,1777,1779
item,3,140,1779,1781
item,3,141,1781,1783
item,3,142,1783,1785
item,3,143,1785,1787
item,3,144,1787,1789
item,3,145,1789,1791
item,3,146,1791,1793
item,3,147,1793,1795
item,3,148,1795,1797
item,3,149,1797,1799
item,3,150,1799,1801
item,3,151,1801,1803
item,3,152,1803,1805
section,5,1806,1807,1808,1,1810
item,5,0,1808,1810
section,6,1811,1812,1813,6,1844
item,6,0,1813,1819
item,6,1,1819,1824
item,6,2,1824,1829
item,6,3,1829,1834
item,6,4,1834,1839
item,6,5,1839,1844
section,7,1845,1846,1847,11,1966
item,7,0,1847,1856
item,7,1,1856,1865
item,7,2,1865,1874
item,7,3,1874,1883
item,7,4,1883,1893
item,7,5,1893,1904
item,7,6,1904,1912
item,7,7,1912,1925
item,7,8,1925,1939
item,7,9,1939,1954
item,7,10,1954,1966
section,10,1967,1970,1972,153,30726
item,10,0,1972,1991
item,10,1,1991,2002
item,10,2,2002,2013
item,10,3,2013,2030
item,10,4,2030,2139
item,10,5,2139,2181
item,10,6,2181,2204
item,10,7,2204,2241
item,10,8,2241,2369
item,10,9,2369,2411
item,10,10,2411,2434
item,10,11,2434,2471
item,10,12,2471,2493
item,10,13,2493,2539
item,10,14,2539,2638
item,10,15,2638,2720
item,10,16,2720,2752
item,10,17,2752,2811
item,10,18,2811,2886
item,10,19,2886,3002
item,10,20,3002,3070
item,10,21,3070,3206
item,10,22,3206,3537
item,10,23,3537,3620
item,10,24,3620,3689
item,10,25,3689,3758
item,10,26,3758,3814
item,10,27,3814,3941
item,10,28,3941,4071
item,10,29,4071,4183
item,10,30,4183,4295
item,10,31,4295,4646
item,10,32,4646,4758
item,10,33,4758,4877
item,10,34,4877,5011
item,10,35,5011,5223
item,10,36,5223,5334
item,10,37,5334,5453
item,10,38,5453,5719
item,10,39,5719,5730
item,10,40,5730,5741
item,10,41,5741,5752
item,10,42,5752,5763
item,10,43,5763,5870
item,10,44,5870,5899
item,10,45,5899,5976
item,10,46,5976,6310
item,10,47,6310,6519
item,10,48,6519,6550
item,10,49,6550,6636
item,10,50,6636,6699
item,10,51,6699,6758
item,10,52,6758,7052
item,10,53,7052,7195
item,10,54,7195,7430
item,10,55,7430,7441
item,10,56,7441,7507
item,10,57,7507,9165
item,10,58,9165,9204
item,10,59,9204,9257
item,10,60,9257,9340
item,10,61,9340,9448
item,10,62,9448,9541
item,10,63,9541,9570
item,10,64,9570,9615
item,10,65,9615,9982
item,10,66,9982,9993
item,10,67,9993,10058
item,10,68,10058,10111
item,10,69,10111,10164
item,10,70,10164,10249
item,10,71,10249,10728
item,10,72,10728,10739
item,10,73,10739,11213
item,10,74,11213,11242
item,10,75,11242,11787
item,10,76,11787,11840
item,10,77,11840,12508
item,10,78,12508,12519
item,10,79,12519,12530
item,10,80,12530,12572
item,10,81,12572,12595
item,10,82,12595,12632
item,10,83,12632,12649
item,10,84,12649,13011
item,10,85,13011,13064
item,10,86,13064,13075
item,10,87,13075,13086
item,10,88,13086,13097
item,10,89,13097,13108
item,10,90,13108,13119
item,10,91,13119,13130
item,10,92,13130,13171
item,10,93,13171,13827
item,10,94,13827,13838
item,10,95,13838,13849
item,10,96,13849,14093
item,10,97,14093,14140
item,10,98,14140,14151
item,10,99,14151,14162
item,10,100,14162,14173
item,10,101,14173,14184
item,10,102,14184,14195
item,10,103,14195,14248
item,10,104,14248,15125
item,10,105,15125,15471
item,10,106,15471,15500
item,10,107,15500,15529
item,10,108,15529,16328
item,10,109,16328,16357
item,10,110,16357,16386
item,10,111,16386,16415
item,10,112,16415,16444
item,10,113,16444,16473
item,10,114,16473,16484
item,10,115,16484,16495
item,10,116,16495,16506
item,10,117,16506,16517
item,10,118,16517,16528
item,10,119,16528,16539
item,10,120,16539,17005
item,10,121,17005,17847
item,10,122,17847,17858
item,10,123,17858,18105
item,10,124,18105,18277
item,10,125,18277,19645
item,10,126,19645,19656
item,10,127,19656,19667
item,10,128,19667,19684
item,10,129,19684,20214
item,10,130,20214,20381
item,10,131,20381,20494
item,10,132,20494,20593
item,10,133,20593,20689
item,10,134,20689,20777
item,10,135,20777,20865
item,10,136,20865,20945
item,10,137,20945,21345
item,10,138,21345,22186
item,10,139,22186,22810
item,10,140,22810,25350
item,10,141,25350,26439
item,10,142,26439,26969
item,10,143,26969,26980
item,10,144,26980,29769
item,10,145,29769,29780
item,10,146,29780,29791
item,10,147,29791,29808
item,10,148,29808,29895
item,10,149,29895,30262
item,10,150,30262,30290
item,10,151,30290,30371
item,10,152,30371,30726
